"","ACCESS1","CANESM21","CAESM1BGC","CCSM4","CMCC_CMS","CNRCCM5","GFDL_CM3","HADGECC","HADGEES","MICRO5","ENSEMBLE"
"27740",3.652,3.174,1.211,5.239,-0.797,-2.404,-1.386,8.805,-0.623,-1.598,-2.404
"27741",-3.201,3.429,3.062,6.462,2.432,4.697,-3.351,6.972,4.264,4.226,-3.351
"27742",-3.579,-1.045,4.543,1.265,9.05,1.557,-2.287,5.763,5.072,6.125,-3.579
"27743",-3.493,0.698,3.533,-3.483,4.497,-1.731,-2.665,3.645,0.624,9.458,-3.493
"27744",-5.636,1.348,1.313,-5.021,-0.95,-3.033,0.841,1.368,-1.997,8.344,-5.636
"27745",-7.907,2.496,-2.092,-9.733,-3.059,-5.841,-0.295,-0.92,-0.354,7.191,-9.733
"27746",-5.459,-1.968,1.634,-10.293,-1.917,-4.361,-0.08,4.274,-1.471,4.921,-10.293
"27747",-5.067,-3.047,6.933,-1.052,-5.629,-4.242,-4.579,1.83,-5.194,2.295,-5.629
"27748",-1.262,4.058,1.02,-0.233,0.747,-3.427,-6.484,0.878,-3.856,0.496,-6.484
"27749",-0.69,-0.183,-0.873,-5.452,0.025,-0.782,-2.807,1.391,-6.765,-2.343,-6.765
"27750",-2.963,1.835,-0.259,-6.854,-0.969,7.077,1.062,2.811,-6.661,-4.872,-6.854
"27751",0.594,-3.768,-0.99,-7.511,-4.159,6.185,3.945,4.549,-7.741,-0.175,-7.741
"27752",3.556,-0.074,-1.047,-10.651,-3.565,-1.048,5.036,-0.585,-6.167,4.081,-10.651
"27753",-0.95,-0.932,-0.495,-3.326,-4.936,5.051,7.787,-0.057,-5.014,6.751,-5.014
"27754",-2.013,2.636,2.399,-2.351,-10.528,7.801,0.971,1.397,-3.33,3.74,-10.528
"27755",1.828,3.888,5.91,-4.363,-9.615,6.893,-7.452,3.722,-3.079,4.582,-9.615
"27756",2.935,2.111,3.466,-3.461,-11.709,2.667,1.382,-0.922,-2.559,8.34,-11.709
"27757",1.077,1.355,1.434,-0.53,-12.513,-3.552,2.825,-4.607,-2.279,6.875,-12.513
"27758",2.249,-2.039,-1.376,-4.092,-8.465,1.137,3.468,-4.371,-2.405,1.243,-8.465
"27759",1.621,-3.729,-1.952,-6.153,-5.605,5.331,2.927,-3.71,-0.193,0.659,-6.153
"27760",4.822,2.809,0.425,-7.147,-3.909,7.417,-4.096,-1.099,-0.271,-0.005,-7.147
"27761",5.857,5.736,3.912,-8.257,-1.299,7.962,-3.985,-0.227,0.88,-1.897,-8.257
"27762",3.214,-0.381,-1.737,-2.86,3.77,8.685,-2.061,-1.313,1.613,-0.864,-2.86
"27763",4.058,-0.858,-1.63,1.482,4.07,5.435,1.94,-1.105,-3.197,-0.006,-3.197
"27764",2.752,0.282,-1.272,-2.879,4.72,6.545,3.906,-1.784,-5.772,-1.303,-5.772
"27765",6.106,5.812,-0.221,-2.568,2.913,7.206,3.501,-2.439,-5.14,-3.153,-5.14
"27766",2.318,5.944,-2.598,-5.172,-0.093,9.784,0.121,2.219,-3.433,-0.046,-5.172
"27767",0.552,7.009,-1.509,-0.843,4.522,9.886,1.066,0.432,-0.565,-4.078,-4.078
"27768",0.505,4.304,-0.382,-2.79,3.996,10.943,0.211,-2.58,0.661,-4.137,-4.137
"27769",-0.783,9.406,4.119,-0.123,0.861,8.497,-2.919,-4.842,3.157,-0.257,-4.842
"27770",-0.598,5.615,1.219,2.941,1.281,7.893,-5.753,-2.677,-0.838,-4.085,-5.753
"27771",0.322,2.494,0.1,0.165,4.314,7.206,-6.011,-3.738,2.461,-3.989,-6.011
"27772",0.483,9.154,-2.943,0.484,2.498,5.594,-7.211,-4.79,0.587,-2.912,-7.211
"27773",1.461,8.581,-0.547,1.05,2.668,-0.07,-0.254,-3.6,-1.506,-3.334,-3.6
"27774",-0.851,-1.192,0.932,1.963,0.735,-0.059,-0.129,-4.728,-2.746,0.57,-4.728
"27775",-2.168,2.576,1.998,3.011,3.879,-2.005,-4.488,-3.452,-3.118,-0.415,-4.488
"27776",0.194,1.855,1.626,3.178,-1.497,1.318,-3.357,0.316,2.71,-3.016,-3.357
"27777",1.843,5.553,6.369,1.198,-0.653,0.553,-2.129,6.25,0.124,-3.207,-3.207
"27778",-1.763,2.44,9.617,-0.299,4.249,0.185,-3.264,6.97,-2.559,0.695,-3.264
"27779",4.409,3.022,6.994,3.355,5.979,0.251,0.238,6.83,-2.182,2.449,-2.182
"27780",1.893,3.074,7.286,0.739,1.055,4.096,0.016,6.96,-5.275,0.304,-5.275
"27781",-3.326,5.561,5.465,-4.236,-3.39,4.294,1.524,3.893,-3.756,-1.146,-4.236
"27782",-1.785,5.709,7.26,0.102,-2.58,4.955,0.796,7.136,-3.203,3.581,-3.203
"27783",-1.39,3.517,2.042,2.598,0.972,8.597,5.863,8.77,-1.875,7.311,-1.875
"27784",2.369,5.005,3.216,3.116,1.412,10.298,2.442,8.369,-0.41,6.798,-0.41
"27785",2.077,1.797,3.931,1.271,3.209,9.298,4.65,4.965,-0.036,8.684,-0.036
"27786",6.06,2.691,7.844,-1.642,2.564,3.971,1.081,9.512,-0.596,9.059,-1.642
"27787",-2.052,1.38,5.933,-3.28,4.135,0.626,7.906,3.38,-0.382,7.418,-3.28
"27788",0.269,-0.97,6.002,2.98,4.644,2.376,9.563,9.162,-1.084,7.681,-1.084
"27789",3.414,6.766,9.864,-4.911,5.782,3.136,8.296,10.392,-5.688,4.457,-5.688
"27790",3.036,1.04,10.389,-3.579,6.285,3.08,4.857,9.951,-5.73,7.513,-5.73
"27791",1.207,1.683,10.633,-3.525,-0.56,2.697,3.361,9.059,-6.38,9.909,-6.38
"27792",0.874,-0.146,9.419,-5.224,-2.513,3.104,4.898,1.545,-4.523,11.248,-5.224
"27793",1.169,2.001,9.331,-8.166,-2.846,4.365,3.817,2.125,-2.714,10.413,-8.166
"27794",2.26,8.401,11.324,-3.817,-2.121,3.744,4.847,4.503,-0.085,5.968,-3.817
"27795",3.293,8.21,4.766,-5.871,-3.473,5.966,4.899,4.515,5.645,5.437,-5.871
"27796",3.21,5.904,4.531,-6.93,-1.783,2.631,8.431,7.165,0.973,8.018,-6.93
"27797",2.091,8.573,8.097,-5.475,-0.815,0.763,8.909,5.365,0.385,-0.365,-5.475
"27798",7.94,8.426,9.126,-5.151,-2.103,1.556,10.395,1.786,0.434,1.389,-5.151
"27799",8.937,5.525,9.552,-7.231,-0.677,3.416,5.252,2.168,2.178,4.37,-7.231
"27800",6.175,2.306,6.286,-2.194,-1.103,7.629,-0.466,3.686,6.877,11.585,-2.194
"27801",3.77,6.767,9.865,2.496,-3.186,6.329,1.791,3.564,-1.134,7.958,-3.186
"27802",2.157,3.645,7.311,-3.231,-4.094,8.58,2.843,4.025,-0.455,3.421,-4.094
"27803",1.512,3.905,5.142,-6.57,-3.63,7.352,6.146,5.139,1.339,4.641,-6.57
"27804",3.973,3.644,7.316,-6.526,0.185,2.931,5.473,10.169,6.234,6.505,-6.526
"27805",4.749,3.046,2.59,-5.748,0.604,2.052,9.914,7.785,1.884,8.575,-5.748
"27806",7.785,1.022,1.172,-5.235,-0.83,5.089,9.178,6.021,-3.2,6.543,-5.235
"27807",7.377,2.64,5.501,2.855,-1.405,10.696,6.968,3.886,-0.319,4.426,-1.405
"27808",4.375,1.689,5.826,-4.142,2.964,10.942,5.819,4.141,-1.432,5.354,-4.142
"27809",4.953,1.701,8.649,-3.154,1.022,11.59,1.423,4.66,-1.007,8.118,-3.154
"27810",4.121,3.254,7.182,-1.267,0.558,11.08,3.015,1.971,6.731,11.065,-1.267
"27811",0.083,4.557,0.315,1.27,0.481,5.998,3.641,6.839,6.899,7.015,0.083
"27812",1.007,1.508,1.7,2.445,4.281,0.144,2.287,1.267,1.451,5.07,0.144
"27813",-1.777,5.502,5.42,-1.805,7.065,4.014,1.702,3.32,-0.862,10.127,-1.805
"27814",-2.449,4.197,6.635,-4.002,7.908,6.38,3.737,3.03,-0.535,13.413,-4.002
"27815",-0.654,10.262,5.222,-2.473,5.854,11.558,10.519,2.899,-0.33,9.004,-2.473
"27816",5.505,9.156,3.708,3.03,4.813,3.253,11.42,6.143,3.299,12.084,3.03
"27817",9.648,4.127,7.584,-2.811,4.785,6.715,8.268,5.635,4.688,13.657,-2.811
"27818",10.539,8.19,2.6,-1.859,6.902,7.668,7.659,4.914,8.622,9.395,-1.859
"27819",7.8,5.639,2.834,0.088,5.749,3.451,2.394,1.697,10.155,6.582,0.088
"27820",6.652,7.558,6.292,-3.105,7.048,2.875,1.861,2.084,8.62,5.831,-3.105
"27821",5.317,6.278,7.567,-2.452,6.679,4.816,2.445,2.813,7.993,7.468,-2.452
"27822",8.654,3.558,5.847,-3.068,2.471,2.059,5.713,5.747,5.885,1.372,-3.068
"27823",8.518,3.446,6.169,-2.144,5.016,1.691,5.26,3.318,4.004,3.949,-2.144
"27824",3.118,2.785,8.822,2.539,4.241,7.14,6.319,0.577,8.27,3.07,0.577
"27825",4.8,4.434,6.107,2.082,4.09,3.521,6.806,-0.515,4.387,5.886,-0.515
"27826",1.209,4.695,6.477,0.203,6.582,5.466,2.535,-0.57,5.273,7.659,-0.57
"27827",4.013,3.288,8.325,0.183,6.671,1.258,2.196,3.774,5.453,7.894,0.183
"27828",7.618,3.271,9.602,1.142,2.091,0.259,1.325,0.743,6.993,5.97,0.259
"27829",9.485,2.85,9.344,-0.077,2.577,5.644,-0.449,2.04,7.074,6.345,-0.449
"27830",11.606,3.467,6.068,0.322,7.477,6.273,-0.443,0.356,5.397,7.009,-0.443
"27831",11.652,10.686,8.335,1.055,6.532,6.638,-2.074,0.689,3.172,3.4,-2.074
"27832",8.668,10.061,7.212,-1.575,5.284,4.683,1.315,0.944,1.677,1.558,-1.575
"27833",9.689,5.861,7.107,1.081,5.295,5.707,3.322,-2.198,5.373,3.356,-2.198
"27834",9.622,4.017,9.439,1.322,7.725,5.183,5.267,-1.318,2.845,4.47,-1.318
"27835",9.092,3.288,8.953,3.251,1.93,5.182,9.465,-1.813,4.951,8.924,-1.813
"27836",8.173,3.701,5.073,3.059,-2.074,4.101,2.573,-2.526,4.8,5.267,-2.526
"27837",8.205,3.059,2.141,-0.605,-0.642,4.849,-3.504,-0.539,1.225,3.591,-3.504
"27838",8.799,4.403,4.07,-0.4,-2.048,2.894,0.149,1.15,1.976,5.212,-2.048
"27839",10.619,2.765,7.048,-2.666,1.906,1.865,4.895,2.229,-0.529,3.751,-2.666
"27840",8.963,5.355,3.771,-2.923,-0.785,2.039,3.227,4.679,-3.443,4.098,-3.443
"27841",6.81,2.406,2.767,1.449,-1.396,0.815,1.416,2.095,0.791,5.502,-1.396
"27842",7.652,1.433,3.153,4.487,4.103,3.838,1.207,4.046,3.804,4.522,1.207
"27843",8.996,1.535,1.705,1.621,3.035,5.664,3.554,-0.247,0.813,5.023,-0.247
"27844",7.854,1.174,2.143,4.916,4.615,8.496,2.051,2.307,2.976,6.069,1.174
"27845",10.337,1.038,8.239,4.423,3.45,7.215,1.728,0.378,6.498,5.721,0.378
"27846",6.278,2.032,3.439,5.273,0.599,3.582,8.835,5.625,8.446,3.273,0.599
"27847",12.325,1.568,6.217,5.303,1.298,2.345,7.663,3.687,9.13,3.836,1.298
"27848",6.051,1.074,1.309,4.587,2.486,1.284,6.087,6.212,5.078,3.196,1.074
"27849",5.634,-0.485,3.911,5.507,3.129,1.745,6.57,1.602,2.788,3.706,-0.485
"27850",5.48,2.027,4.032,6.179,4.122,1.015,4.764,3.631,4.437,6.349,1.015
"27851",3.53,3.812,2.28,3.022,7.902,0.206,6.138,5.078,6.219,5.156,0.206
"27852",4.244,4.37,4.596,-0.755,6.023,3.242,6.629,2.106,8.353,3.223,-0.755
"27853",7.966,3.195,3.827,4.308,3.986,3.733,0.636,1.508,3.848,3.678,0.636
"27854",9.422,4.336,6.533,7.314,4.394,5.144,-0.344,1.798,7.666,5.915,-0.344
"27855",10.199,3.808,5.961,12.693,2.845,9.031,-0.151,0.815,1.846,6.575,-0.151
"27856",5.611,3.813,4.16,8.54,2.498,3.131,2.83,1.017,0.9,4.627,0.9
"27857",6.002,4.731,0.425,6.093,5.933,2.405,8.889,1.461,5.819,5.077,0.425
"27858",6.399,4.485,2.538,4.861,7.976,4.365,3.644,1.74,1.975,6.631,1.74
"27859",4.22,6.132,1.339,1.967,8.897,7.375,7.421,3.7,1.761,8.416,1.339
"27860",11.5,5.784,6.459,0.072,11.548,9.319,5.004,2.083,4.196,6.243,0.072
"27861",7.322,4.875,6.816,5.782,9.87,9.102,6.859,1.084,5.086,5.432,1.084
"27862",8.906,5.743,6.143,12.303,5.203,9.672,9.063,-1.445,5.17,7.886,-1.445
"27863",9.604,7.043,7.504,12.903,4.273,11.118,8.318,-0.679,4.551,8.046,-0.679
"27864",5.73,8.739,5.55,7.662,6.197,6.978,7.652,1.29,6.679,4.304,1.29
"27865",7.01,8.098,3.636,2.351,3.741,7.828,9.636,3.238,6.31,5.704,2.351
"27866",4.474,11.29,1.614,-1.188,2.442,7.32,8.036,1.392,6.091,5.324,-1.188
"27867",6.695,11.749,3.812,-1.569,5.72,6.076,8.076,2.57,7.967,7.015,-1.569
"27868",8.908,8.87,8.041,-0.916,7.76,7.787,4.736,-0.576,9.159,7.009,-0.916
"27869",6.346,6.154,7.439,-0.765,6.432,3.098,2.347,1.629,9.918,4.776,-0.765
"27870",5.259,3.546,4.738,2.412,3.742,3.034,0.279,2.354,9.729,6.524,0.279
"27871",3.872,0.733,3.828,5.794,2.753,6.639,1.37,5.616,6.24,7.482,0.733
"27872",1.563,4.136,5.84,5.482,1.046,2.441,2.483,7.925,4.829,7.463,1.046
"27873",0.101,2.812,5.535,6.337,3.729,2.772,3.757,5.956,5.148,6.584,0.101
"27874",4.754,3.712,3.223,5.051,4.965,2.342,8.752,7.025,4.047,6.336,2.342
"27875",3.644,6.862,1.834,4.378,5.678,5.474,5.101,3.855,5.01,5.144,1.834
"27876",6.061,8.186,5.575,6.349,4.243,6.112,2.331,8.166,1.443,3.756,1.443
"27877",6.401,5.297,2.943,6.544,4.332,5.431,4.108,6.816,7.014,2.833,2.833
"27878",6.73,3.677,4.753,7.028,2.708,7.311,9.593,8.75,5.379,7.496,2.708
"27879",9.192,6.879,5.353,2.222,7.53,4.699,6.376,4.349,5.296,10.101,2.222
"27880",3.085,7.512,4.96,2.254,3.737,4.875,4.39,3.67,4.528,11.742,2.254
"27881",3.222,7.824,3.286,0.853,6.429,6.107,3.214,2.386,3.736,8.417,0.853
"27882",5.501,4.843,3.774,2.264,7.573,5.837,6.965,3.328,4.551,7.68,2.264
"27883",5.204,4.701,5.583,5.471,9.817,5.432,10.979,4.177,6.005,3.978,3.978
"27884",5.878,7.824,5.879,7.062,8.463,5.536,4.97,1.192,5.023,3.929,1.192
"27885",6.241,10.096,5.144,3.833,6.998,3.744,7.601,-1.444,11.184,7.267,-1.444
"27886",7.543,8.098,3.805,4.54,8.493,5.146,6.139,4.405,10.503,9.016,3.805
"27887",11.797,8.317,5.147,6.429,8.227,5.027,5.231,1.133,9.246,6.356,1.133
"27888",4.939,9.843,4.129,5.822,7.213,4.172,8.477,5.8,6.895,6.349,4.129
"27889",9.704,13.092,5.105,4.348,6.417,3.442,8.957,1.26,1.641,8.355,1.26
"27890",7.955,11.303,6.283,3.036,5.569,5.159,11.331,4.907,1.419,7.318,1.419
"27891",6.476,8.583,6.854,3.167,9.227,7.905,7.939,5.164,1.943,9.332,1.943
"27892",6.609,7.847,6.602,3.483,6.753,8.017,4.858,7.164,3.054,9.577,3.054
"27893",8.875,9.712,6.675,9.323,8.141,8.169,5.707,6.211,1.376,11.331,1.376
"27894",7.905,8.468,5.827,7.83,4.858,4.76,3.603,8.198,3.445,9.657,3.445
"27895",7.774,6.925,6.969,8.156,4.711,4.185,10.299,8.458,7.2,7.371,4.185
"27896",6.128,8.224,4.816,9.438,8.3,8.76,9.179,5.407,5.23,9.722,4.816
"27897",4.551,11.964,9.905,7.828,10.078,10.599,5.894,8.472,3.974,8.821,3.974
"27898",4.68,11.601,5.452,6.872,13.09,7.876,5.632,8.55,1.798,10.161,1.798
"27899",5.528,9.202,5.934,6.287,14.268,11.971,7.11,8.434,3.594,10.156,3.594
"27900",4.659,6.853,5.784,7.688,12.969,11.435,7.123,5.737,1.33,5.837,1.33
"27901",4.294,9.181,4.408,2.339,7.397,7.696,9.172,8.413,4.133,8.546,2.339
"27902",6.469,7.659,4.806,1.293,4.488,6.61,10.617,9.919,8.216,7.736,1.293
"27903",6.593,6.517,6.292,1.634,4.138,4.641,8.142,5.77,9.073,6.837,1.634
"27904",8.917,7.458,8.752,3.945,6.843,3.991,8.099,6.97,7.104,6.474,3.945
"27905",6.879,7.192,7.296,6.666,7.749,3.058,9.048,7.475,2.958,8.087,2.958
"27906",4.85,8.252,8.793,6.589,7.532,4.691,9.839,10.516,3.088,9.022,3.088
"27907",4.432,7.503,6.92,4.766,5.837,5.747,7.944,11.03,3.766,9.826,3.766
"27908",3.354,8.795,8.081,5.729,7.63,5.743,7.151,11.512,3.875,8.058,3.354
"27909",2.011,11.457,4.803,5.351,8.092,9.17,9.482,9.301,4.193,7.038,2.011
"27910",4.589,7.369,8.962,5.431,12.042,7.125,11.091,6.729,7.513,4.688,4.589
"27911",0.886,8.915,8.123,5.423,10.594,12.994,8.648,7.192,4.713,9.662,0.886
"27912",4.43,9.116,9.08,6.474,7.972,13.9,10.446,8.398,7.866,9.846,4.43
"27913",5.872,9.331,5.294,6.685,8.799,13.9,8.347,8.98,8.302,8.264,5.294
"27914",9.49,7.815,2.71,8.322,12.903,10.542,8.393,9.942,7.621,10.172,2.71
"27915",8.099,6.131,5.937,10.2,10.394,7.346,9.468,9.332,8.972,9.589,5.937
"27916",8.029,6.76,6.793,9.405,6.536,7.039,10.336,8.528,6.585,9.805,6.536
"27917",4.958,9.406,7.012,9.067,4.699,8.652,9.268,7.858,3.534,9.273,3.534
"27918",9.137,9.303,9.045,6.77,2.65,8.13,12.192,8.012,5.78,9.932,2.65
"27919",8.84,7.938,9.606,6.726,3.375,9.962,12.467,6.691,2.923,8.899,2.923
"27920",9.226,10.25,7.866,8.322,1.479,10.548,12.717,9.847,3.389,10.139,1.479
"27921",9.246,9.315,7.16,5.728,3.527,9.138,11.142,10.245,8.066,10.89,3.527
"27922",8.395,9.961,12.181,4.495,6.036,9.488,11.435,13.22,7.727,11.289,4.495
"27923",10.035,8.574,10.671,1.09,6.583,10.411,11.489,12.303,5.554,12.332,1.09
"27924",10.9,10.546,9.974,3.03,5.564,11.421,14.799,11.703,7.34,14.114,3.03
"27925",10.576,9.697,11.021,7.644,7.461,11.192,13.446,8.483,10.878,13.871,7.461
"27926",10.636,10.421,10.393,9.752,8.53,7.095,9.801,11.775,10.424,13.027,7.095
"27927",10.204,8.811,9.934,7.562,7.988,9.928,10.177,15.303,10.099,12.379,7.562
"27928",10.766,8.976,7.175,7.233,6.541,11.332,9.054,18.262,7.102,11.782,6.541
"27929",12.82,8.162,8.489,8.94,7.335,6.243,10.317,15.38,8.104,11.344,6.243
"27930",11.617,9.938,10.475,7.771,8.209,10.936,8.632,12.833,9.58,9.579,7.771
"27931",10.45,9.639,10.905,7.596,8.667,11.38,10.473,10.161,7.075,8.514,7.075
"27932",11.476,9.494,11.064,6.657,10.517,10.873,9.996,10.263,9.232,9.482,6.657
"27933",13.178,7.226,10.132,6.257,7.354,9.037,9.176,9.685,10.568,11.204,6.257
"27934",12.89,7.46,11.007,7.593,7.473,8.656,11.746,9.908,10.536,12.225,7.46
"27935",14.813,12.148,9.551,8.442,11.074,8.317,14.144,9.854,11.162,11.604,8.317
"27936",13.465,10.444,10.926,8.614,13.202,7.293,16.18,11.384,12.147,11.613,7.293
"27937",12.83,10.072,10.314,9.425,14.804,7.631,15.973,10.117,12.748,10.989,7.631
"27938",11.83,12.297,10.635,8.218,15.87,6.318,13.558,8.815,10.5,9.084,6.318
"27939",10.711,10.046,11.5,8.097,10.257,10.116,12.175,7.093,9.811,8.084,7.093
"27940",9.811,10.36,12.158,6.8,12.164,10.224,15.156,7.947,8.48,11.794,6.8
"27941",8.615,11.451,10.835,8.9,12.318,9.325,12.214,9.617,7.863,11.803,7.863
"27942",8.561,10.373,10.072,7.272,13.693,8.661,12.039,5.755,6.897,10.846,5.755
"27943",7.773,9.753,8.811,8.645,13.536,7.842,9.191,7.378,7.231,11.982,7.231
"27944",12.807,10.78,7.837,11.125,12.271,9.613,10.818,10.025,5.57,11.176,5.57
"27945",9.031,10.224,8.123,10.726,12.698,7.83,12.019,10.089,9.004,8.687,7.83
"27946",10.096,10.719,9.201,10.449,10.327,8.059,13.4,8.886,10.434,10.173,8.059
"27947",8.891,9.038,8.778,9.697,11.643,11.374,7.666,9.002,10.845,11.003,7.666
"27948",8.222,9.885,9.765,12.186,18.738,12.604,10.829,13.031,11.381,10.621,8.222
"27949",7.317,9.841,6.961,11.244,16.223,7.068,8.949,14.976,11.171,10.723,6.961
"27950",8.181,10.507,10.27,8.074,14.073,10.511,9.399,11.626,11.444,9.063,8.074
"27951",9.825,11.066,9.026,7.842,13.435,10.642,9.311,11.084,9.703,11.193,7.842
"27952",8.785,12.028,9.934,7.118,14.819,11.576,8.39,9.895,8.796,12.902,7.118
"27953",8.785,12.161,8.084,7.965,15.061,13.362,8.554,10.703,8.886,10.488,7.965
"27954",9.829,9.81,10.139,8.889,16.822,7.965,11.221,12.27,9.323,10.325,7.965
"27955",8.267,11.801,11.414,9.314,13.784,6.904,12.049,11.598,11.333,12.107,6.904
"27956",7.413,10.82,9.198,8.735,10.635,6.036,10.573,11.651,10.981,11.75,6.036
"27957",9.649,9.514,8.852,9.112,10.714,4.763,7.874,9.743,12.886,10.474,4.763
"27958",9.975,7.389,11.736,8.466,11.78,8.924,7.542,11.19,13.432,8.256,7.389
"27959",8.768,8.485,11.215,9.794,7.53,10.434,8.179,8.981,9.621,10.945,7.53
"27960",7.464,9.006,9.629,6.63,7.1,10.021,8.333,8.967,8.438,12.295,6.63
"27961",9.701,8.793,12.436,6.336,8.588,8.916,8.851,10.73,10.72,9.823,6.336
"27962",12.432,5.552,11.601,8.423,9.082,12.085,10.246,12.979,11.828,12.384,5.552
"27963",11.447,6.694,11.23,11.724,8.848,11.602,10.495,13.001,10.485,9.999,6.694
"27964",11.149,10.054,10.095,12.06,7.523,11.466,11.638,11.975,10.618,7.857,7.523
"27965",11.769,10.667,9.961,8.861,8.942,12.02,11.288,12.956,10.922,9.661,8.861
"27966",13.125,9.475,11.272,10.344,11.929,10.865,11.218,12.578,11.166,11.522,9.475
"27967",13.023,9.363,11.786,10.682,15.484,11.62,8.514,12.666,7.632,9.59,7.632
"27968",13.274,5.536,11.021,9.547,12.177,10.696,9.147,12.985,9.098,8.055,5.536
"27969",11.956,9.599,7.631,10.075,10.141,9.741,9.09,12.388,12.431,14.364,7.631
"27970",11.266,5.89,7.507,9.279,12.291,7.763,7.869,12.846,11.313,11.857,5.89
"27971",11.027,8.711,7.286,7.234,9.991,9.592,11.469,14.392,11.421,10.999,7.234
"27972",9.895,8.692,9.28,7.662,10.825,8.359,10.721,11.924,10.533,11.203,7.662
"27973",9.935,7.986,8.896,9.298,10.127,11.172,14.6,10.858,11.21,12.75,7.986
"27974",5.905,11.789,10.441,8.387,12.075,12.115,14.408,8.75,8.375,12.363,5.905
"27975",6.181,8.313,12.016,9.879,10.882,11.826,10.798,12.198,11.092,14.036,6.181
"27976",8.112,8.477,10.763,6.061,6.752,9.931,10.85,12.974,13.551,16.501,6.061
"27977",11.13,9.716,10.426,5.876,4.314,10.88,9.485,9.909,9.475,13.754,4.314
"27978",11.021,12.818,10.33,6.871,8.1,7.691,8.715,8.988,8.327,10.293,6.871
"27979",10.203,15.626,11.033,7.877,8.043,12.977,7.677,8.506,7.467,13.648,7.467
"27980",9.254,13.76,8.273,8.137,4.486,10.046,10.358,10.286,7.491,12,4.486
"27981",7.458,14.433,11.832,7.315,8.013,11.163,10.548,14.555,7.953,11.941,7.315
"27982",7.003,12.349,10.547,8.554,13.553,11.134,8.735,15.702,10.182,10.315,7.003
"27983",7.162,11.75,9.868,7.987,16.805,6.955,8.351,14.359,10.754,10.513,6.955
"27984",7.997,12.472,11.352,6.524,16.576,9.517,9.812,10.989,11.894,12.825,6.524
"27985",9.037,9.253,9.772,7.762,12.221,9.513,11.256,10.167,14.618,9.35,7.762
"27986",8.153,9.781,10.114,11.465,9.401,12.266,5.682,9.756,14.026,9.995,5.682
"27987",7.881,9.16,10.55,7.87,8.77,7.539,8.362,11.558,13.507,9.685,7.539
"27988",6.324,11.467,10.933,8.735,13.155,9.153,10.936,12.112,13.107,8.649,6.324
"27989",6.529,14.066,11.33,8.251,14.557,9.074,9.035,9.268,10.213,8.536,6.529
"27990",9.348,12.543,10.972,8.802,12.198,8.634,9.263,7.543,11.839,7.688,7.543
"27991",10.849,10.646,9.244,9.578,5.202,8.506,9.784,8.066,10.445,10.875,5.202
"27992",14.055,9.469,11.404,8.293,8.171,8.756,9.42,10.732,10.727,9.285,8.171
"27993",12.378,8.898,10.815,7.986,8.906,8.223,8.421,7.683,12.941,10.79,7.683
"27994",11.057,12.057,10.638,9.005,8.178,7.312,8.307,7.965,8.415,11.976,7.312
"27995",8.538,8.406,10.772,7.89,8.714,9.558,9.278,7.036,9.051,10.834,7.036
"27996",6.487,10.188,13.264,8.331,12.984,12.85,10.119,7.806,7.993,10.803,6.487
"27997",8.074,11.037,9.314,7.704,11.975,11.33,9.947,6.949,8.031,11.146,6.949
"27998",6.79,8.891,12.95,7.932,5.756,11.689,9.909,7.61,10.47,11.5,5.756
"27999",6.136,9.288,10.85,8.675,4.099,9.552,10.285,10.146,10.745,9.873,4.099
"28000",7.586,8.971,12.383,8.485,8.178,7.771,8.747,15.065,12.07,12.9,7.586
"28001",7.668,11.714,10.698,8.088,6.928,5.995,7.973,14.308,11.872,11.034,5.995
"28002",10.72,12.684,10.733,7.243,6.314,9.306,9.279,9.021,10.76,12.208,6.314
"28003",11.955,8.74,12.062,10.792,3.064,6.573,11.2,7.732,14.212,10.512,3.064
"28004",9.259,8.441,12.241,11.038,1.498,7.844,11.511,8.245,11.709,9.855,1.498
"28005",8.173,9.168,10.235,10.468,2.065,11.013,13.212,10.384,8.342,9.735,2.065
"28006",10.552,11.07,10.552,8.794,3.974,8.773,10.769,10.376,8.837,9.119,3.974
"28007",9.051,10.013,9.401,10.093,4.171,10.314,11.205,10.887,12.044,8.738,4.171
"28008",8.665,8.387,9.213,10.592,2.894,10.406,10.989,10.361,16.161,8.048,2.894
"28009",7.767,12.921,9.818,9.981,3.747,10.473,10.256,9.966,14.855,9.175,3.747
"28010",10.75,10.41,8.96,8.371,4.431,5.074,9.539,7.972,10.815,10.014,4.431
"28011",12.416,11.303,9.156,9.745,4.468,9.274,7.224,7.912,9.521,10.871,4.468
"28012",15.451,8.497,9.788,9.846,2.641,9.684,5.117,8.207,9.821,11.095,2.641
"28013",14.895,9.755,9.562,7.145,3.065,11.423,6.501,9.002,11.77,13.239,3.065
"28014",11.473,8.836,12.333,6.007,3.223,13.276,6.896,6.551,8.929,11.252,3.223
"28015",9.012,10.671,11.878,7.713,6.758,11.638,10.833,6.667,7.422,11.515,6.667
"28016",8.039,7.237,12.179,7.947,7.882,8.066,9.481,8.87,6.878,9.097,6.878
"28017",9.823,7.031,12.531,8.572,9.885,10.557,12.2,10.548,7.593,10.061,7.031
"28018",9.838,9.938,11.644,8.306,5.212,10.19,14.748,8.92,6.599,11.131,5.212
"28019",8.717,9.001,10.532,9.497,6.141,10.527,16.618,7.541,6.914,10.321,6.141
"28020",8.554,13.311,10.236,8.084,3.988,11.441,17.069,6.358,6.247,10.369,3.988
